Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-frfc,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ISI,left_stim,right_stim,ANSWER,duration_mouseview,condition
141,1641679916845,08/01/2022 22:11:56,1641679916848,1,08/01/2022 23:11:56,71176,12,task-zwsq,,18378017,BLIND,5440938,,complete,,61da07eb3abcd41108f9b889,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Experimental Block A (standard blurred),2,BA,Spreadsheet1,Spreadsheet1,25,27,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18378017?filename=mousetracking-28-3.xlsx,,0,1,0,,,,,2,trial_standard,500,B33.jpg,B3.jpg,,8000,1_ClothedManNudeMan
142,1641679916845,08/01/2022 22:11:56,1641679916849,1,08/01/2022 23:11:56,71176,12,task-zwsq,,18378017,BLIND,5440938,,complete,,61da07eb3abcd41108f9b889,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Experimental Block A (standard blurred),2,BA,Spreadsheet1,Spreadsheet1,25,27,3,Screen 4,Zone3,timelimit_screen,7999.045000000042,,,,,0,1,0,,,1,,2,trial_standard,500,B33.jpg,B3.jpg,,8000,1_ClothedManNudeMan
143,1641679917232,08/01/2022 22:11:57,1641679917328,1,08/01/2022 23:11:57,71176,12,task-zwsq,,18378017,BLIND,5440938,,complete,,61da07eb3abcd41108f9b889,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Experimental Block A (standard blurred),2,BA,Spreadsheet1,Spreadsheet1,24,28,1,Screen 1,Zone2,timelimit_screen,500.00399999995716,,,,,0,1,0,,,1,,2,trial_standard,500,B2.jpg,B22.jpg,,8000,1_ClothedManNudeMan
144,1641679918013,08/01/2022 22:11:58,1641679917980,1,08/01/2022 23:11:57,71176,12,task-zwsq,,18378017,BLIND,5440938,,complete,,61da07eb3abcd41108f9b889,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Experimental Block A (standard blurred),2,BA,Spreadsheet1,Spreadsheet1,24,28,2,Screen 2,Zone1,response_button_text,641.4000000953674,,,+,1,0,1,0,,,,,2,trial_standard,500,B2.jpg,B22.jpg,,8000,1_ClothedManNudeMan
145,1641679925956,08/01/2022 22:12:05,1641679925990,1,08/01/2022 23:12:05,71176,12,task-zwsq,,18378017,BLIND,5440938,,complete,,61da07eb3abcd41108f9b889,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Experimental Block A (standard blurred),2,BA,Spreadsheet1,Spreadsheet1,24,28,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440938-task-zwsq-18378017-mousetracking-29-3.xlsx,,0,1,0,,,,,2,trial_standard,500,B2.jpg,B22.jpg,,8000,1_ClothedManNudeMan
146,1641679926037,08/01/2022 22:12:06,1641679925993,1,08/01/2022 23:12:05,71176,12,task-zwsq,,18378017,BLIND,5440938,,complete,,61da07eb3abcd41108f9b889,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Experimental Block A (standard blurred),2,BA,Spreadsheet1,Spreadsheet1,24,28,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18378017?filename=mousetracking-29-3.xlsx,,0,1,0,,,,,2,trial_standard,500,B2.jpg,B22.jpg,,8000,1_ClothedManNudeMan
147,1641679926037,08/01/2022 22:12:06,1641679925994,1,08/01/2022 23:12:05,71176,12,task-zwsq,,18378017,BLIND,5440938,,complete,,61da07eb3abcd41108f9b889,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Experimental Block A (standard blurred),2,BA,Spreadsheet1,Spreadsheet1,24,28,3,Screen 4,Zone3,timelimit_screen,7998.783999999985,,,,,0,1,0,,,1,,2,trial_standard,500,B2.jpg,B22.jpg,,8000,1_ClothedManNudeMan
148,1641679926405,08/01/2022 22:12:06,1641679926476,1,08/01/2022 23:12:06,71176,12,task-zwsq,,18378017,BLIND,5440938,,complete,,61da07eb3abcd41108f9b889,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Experimental Block A (standard blurred),2,BA,Spreadsheet1,Spreadsheet1,27,29,1,Screen 1,Zone2,timelimit_screen,499.94800000003306,,,,,0,1,0,,,1,,2,trial_standard,500,C11.jpg,C1.jpg,,8000,2_ClothedWomanClothedMan
149,1641679927318,08/01/2022 22:12:07,1641679927307,1,08/01/2022 23:12:07,71176,12,task-zwsq,,18378017,BLIND,5440938,,complete,,61da07eb3abcd41108f9b889,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Experimental Block A (standard blurred),2,BA,Spreadsheet1,Spreadsheet1,27,29,2,Screen 2,Zone1,response_button_text,822.5,,,+,1,0,1,0,,,,,2,trial_standard,500,C11.jpg,C1.jpg,,8000,2_ClothedWomanClothedMan
150,1641679935221,08/01/2022 22:12:15,1641679935308,1,08/01/2022 23:12:15,71176,12,task-zwsq,,18378017,BLIND,5440938,,complete,,61da07eb3abcd41108f9b889,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Experimental Block A (standard blurred),2,BA,Spreadsheet1,Spreadsheet1,27,29,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440938-task-zwsq-18378017-mousetracking-30-3.xlsx,,0,1,0,,,,,2,trial_standard,500,C11.jpg,C1.jpg,,8000,2_ClothedWomanClothedMan
151,1641679935303,08/01/2022 22:12:15,1641679935312,1,08/01/2022 23:12:15,71176,12,task-zwsq,,18378017,BLIND,5440938,,complete,,61da07eb3abcd41108f9b889,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Experimental Block A (standard blurred),2,BA,Spreadsheet1,Spreadsheet1,27,29,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18378017?filename=mousetracking-30-3.xlsx,,0,1,0,,,,,2,trial_standard,500,C11.jpg,C1.jpg,,8000,2_ClothedWomanClothedMan
152,1641679935303,08/01/2022 22:12:15,1641679935313,1,08/01/2022 23:12:15,71176,12,task-zwsq,,18378017,BLIND,5440938,,complete,,61da07eb3abcd41108f9b889,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Experimental Block A (standard blurred),2,BA,Spreadsheet1,Spreadsheet1,27,29,3,Screen 4,Zone3,timelimit_screen,8000.036000000022,,,,,0,1,0,,,1,,2,trial_standard,500,C11.jpg,C1.jpg,,8000,2_ClothedWomanClothedMan
153,1641679935709,08/01/2022 22:12:15,1641679935792,1,08/01/2022 23:12:15,71176,12,task-zwsq,,18378017,BLIND,5440938,,complete,,61da07eb3abcd41108f9b889,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Experimental Block A (standard blurred),2,BA,Spreadsheet1,Spreadsheet1,26,30,1,Screen 1,Zone2,timelimit_screen,498.8389999999781,,,,,0,1,0,,,1,,2,trial_standard,500,B4.jpg,B44.jpg,,8000,1_ClothedManNudeMan
154,1641679936732,08/01/2022 22:12:16,1641679936711,1,08/01/2022 23:12:16,71176,12,task-zwsq,,18378017,BLIND,5440938,,complete,,61da07eb3abcd41108f9b889,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Experimental Block A (standard blurred),2,BA,Spreadsheet1,Spreadsheet1,26,30,2,Screen 2,Zone1,response_button_text,906.5,,,+,1,0,1,0,,,,,2,trial_standard,500,B4.jpg,B44.jpg,,8000,1_ClothedManNudeMan
155,1641679944629,08/01/2022 22:12:24,1641679944722,1,08/01/2022 23:12:24,71176,12,task-zwsq,,18378017,BLIND,5440938,,complete,,61da07eb3abcd41108f9b889,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Experimental Block A (standard blurred),2,BA,Spreadsheet1,Spreadsheet1,26,30,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440938-task-zwsq-18378017-mousetracking-31-3.xlsx,,0,1,0,,,,,2,trial_standard,500,B4.jpg,B44.jpg,,8000,1_ClothedManNudeMan
156,1641679944707,08/01/2022 22:12:24,1641679944728,1,08/01/2022 23:12:24,71176,12,task-zwsq,,18378017,BLIND,5440938,,complete,,61da07eb3abcd41108f9b889,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Experimental Block A (standard blurred),2,BA,Spreadsheet1,Spreadsheet1,26,30,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18378017?filename=mousetracking-31-3.xlsx,,0,1,0,,,,,2,trial_standard,500,B4.jpg,B44.jpg,,8000,1_ClothedManNudeMan
157,1641679944707,08/01/2022 22:12:24,1641679944729,1,08/01/2022 23:12:24,71176,12,task-zwsq,,18378017,BLIND,5440938,,complete,,61da07eb3abcd41108f9b889,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Experimental Block A (standard blurred),2,BA,Spreadsheet1,Spreadsheet1,26,30,3,Screen 4,Zone3,timelimit_screen,7998.577000000048,,,,,0,1,0,,,1,,2,trial_standard,500,B4.jpg,B44.jpg,,8000,1_ClothedManNudeMan
158,1641679945114,08/01/2022 22:12:25,1641679945208,1,08/01/2022 23:12:25,71176,12,task-zwsq,,18378017,BLIND,5440938,,complete,,61da07eb3abcd41108f9b889,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Experimental Block A (standard blurred),2,BA,Spreadsheet1,Spreadsheet1,33,31,1,Screen 1,Zone2,timelimit_screen,499.9789999999921,,,,,0,1,0,,,1,,2,trial_standard,500,D33.jpg,D3.jpg,,8000,2_NudeWomanNudeMan
159,1641679945880,08/01/2022 22:12:25,1641679945876,1,08/01/2022 23:12:25,71176,12,task-zwsq,,18378017,BLIND,5440938,,complete,,61da07eb3abcd41108f9b889,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Experimental Block A (standard blurred),2,BA,Spreadsheet1,Spreadsheet1,33,31,2,Screen 2,Zone1,response_button_text,657,,,+,1,0,1,0,,,,,2,trial_standard,500,D33.jpg,D3.jpg,,8000,2_NudeWomanNudeMan
160,1641679953785,08/01/2022 22:12:33,1641679953875,1,08/01/2022 23:12:33,71176,12,task-zwsq,,18378017,BLIND,5440938,,complete,,61da07eb3abcd41108f9b889,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Experimental Block A (standard blurred),2,BA,Spreadsheet1,Spreadsheet1,33,31,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440938-task-zwsq-18378017-mousetracking-32-3.xlsx,,0,1,0,,,,,2,trial_standard,500,D33.jpg,D3.jpg,,8000,2_NudeWomanNudeMan
161,1641679953875,08/01/2022 22:12:33,1641679953878,1,08/01/2022 23:12:33,71176,12,task-zwsq,,18378017,BLIND,5440938,,complete,,61da07eb3abcd41108f9b889,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Experimental Block A (standard blurred),2,BA,Spreadsheet1,Spreadsheet1,33,31,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18378017?filename=mousetracking-32-3.xlsx,,0,1,0,,,,,2,trial_standard,500,D33.jpg,D3.jpg,,8000,2_NudeWomanNudeMan
162,1641679953875,08/01/2022 22:12:33,1641679953879,1,08/01/2022 23:12:33,71176,12,task-zwsq,,18378017,BLIND,5440938,,complete,,61da07eb3abcd41108f9b889,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Experimental Block A (standard blurred),2,BA,Spreadsheet1,Spreadsheet1,33,31,3,Screen 4,Zone3,timelimit_screen,7999.094999999972,,,,,0,1,0,,,1,,2,trial_standard,500,D33.jpg,D3.jpg,,8000,2_NudeWomanNudeMan
163,1641679954296,08/01/2022 22:12:34,1641679954356,1,08/01/2022 23:12:34,71176,12,task-zwsq,,18378017,BLIND,5440938,,complete,,61da07eb3abcd41108f9b889,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Experimental Block A (standard blurred),2,BA,Spreadsheet1,Spreadsheet1,21,32,1,Screen 1,Zone2,timelimit_screen,499.5890000000363,,,,,0,1,0,,,1,,2,trial_standard,500,A33.jpg,A3.jpg,,8000,1_ClothedWomanNudeWoman
164,1641679955177,08/01/2022 22:12:35,1641679955158,1,08/01/2022 23:12:35,71176,12,task-zwsq,,18378017,BLIND,5440938,,complete,,61da07eb3abcd41108f9b889,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Experimental Block A (standard blurred),2,BA,Spreadsheet1,Spreadsheet1,21,32,2,Screen 2,Zone1,response_button_text,794.5,,,+,1,0,1,0,,,,,2,trial_standard,500,A33.jpg,A3.jpg,,8000,1_ClothedWomanNudeWoman
165,1641679963095,08/01/2022 22:12:43,1641679963172,1,08/01/2022 23:12:43,71176,12,task-zwsq,,18378017,BLIND,5440938,,complete,,61da07eb3abcd41108f9b889,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Experimental Block A (standard blurred),2,BA,Spreadsheet1,Spreadsheet1,21,32,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440938-task-zwsq-18378017-mousetracking-33-3.xlsx,,0,1,0,,,,,2,trial_standard,500,A33.jpg,A3.jpg,,8000,1_ClothedWomanNudeWoman
166,1641679963173,08/01/2022 22:12:43,1641679963176,1,08/01/2022 23:12:43,71176,12,task-zwsq,,18378017,BLIND,5440938,,complete,,61da07eb3abcd41108f9b889,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Experimental Block A (standard blurred),2,BA,Spreadsheet1,Spreadsheet1,21,32,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18378017?filename=mousetracking-33-3.xlsx,,0,1,0,,,,,2,trial_standard,500,A33.jpg,A3.jpg,,8000,1_ClothedWomanNudeWoman
167,1641679963173,08/01/2022 22:12:43,1641679963177,1,08/01/2022 23:12:43,71176,12,task-zwsq,,18378017,BLIND,5440938,,complete,,61da07eb3abcd41108f9b889,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Experimental Block A (standard blurred),2,BA,Spreadsheet1,Spreadsheet1,21,32,3,Screen 4,Zone3,timelimit_screen,7998.798999999999,,,,,0,1,0,,,1,,2,trial_standard,500,A33.jpg,A3.jpg,,8000,1_ClothedWomanNudeWoman
168,1641679963173,08/01/2022 22:12:43,1641679963181,1,08/01/2022 23:12:43,71176,12,task-zwsq,,18378017,BLIND,5440938,,complete,,61da07eb3abcd41108f9b889,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1280x720,1280x577,,Experimental Block A (standard blurred),2,BA,Spreadsheet1,,,END TASK,,,,,320357,,,,,0,1,0,,,,,,,,,,,,
1,1641678997659,08/01/2022 21:56:37,1641678997382,1,08/01/2022 22:56:37,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1536x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,
2,1641679007434,08/01/2022 21:56:47,1641679007163,1,08/01/2022 22:56:47,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,9730.900000095367,,,,,0,1,0,,,,,,instructions,,,,,,
3,1641679007902,08/01/2022 21:56:47,1641679007656,1,08/01/2022 22:56:47,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,timelimit_screen,500.0420000000013,,,,,0,1,0,,,1,,,practice_standard,500,neutral6.jpg,neutral7.jpg,,8000,
4,1641679009771,08/01/2022 21:56:49,1641679009504,1,08/01/2022 22:56:49,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,2,1,2,Screen 2,Zone1,response_button_text,1841.3999998569489,,,+,1,0,1,0,,,,,,practice_standard,500,neutral6.jpg,neutral7.jpg,,8000,
5,1641679017774,08/01/2022 21:56:57,1641679017508,1,08/01/2022 22:56:57,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,2,1,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440939-task-zwsq-18377811-mousetracking-1-3.xlsx,,0,1,0,,,,,,practice_standard,500,neutral6.jpg,neutral7.jpg,,8000,
6,1641679017853,08/01/2022 21:56:57,1641679017512,1,08/01/2022 22:56:57,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,2,1,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377811?filename=mousetracking-1-3.xlsx,,0,1,0,,,,,,practice_standard,500,neutral6.jpg,neutral7.jpg,,8000,
7,1641679017853,08/01/2022 21:56:57,1641679017512,1,08/01/2022 22:56:57,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,2,1,3,Screen 4,Zone3,timelimit_screen,8003.139999999999,,,,,0,1,0,,,1,,,practice_standard,500,neutral6.jpg,neutral7.jpg,,8000,
8,1641679018228,08/01/2022 21:56:58,1641679017993,1,08/01/2022 22:56:57,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,7,1,1,Screen 1,Zone2,timelimit_screen,500.15000000000146,,,,,0,1,0,,,1,,1,trial_standard,500,B1.jpg,B11.jpg,,8000,1_ClothedManNudeMan
9,1641679024265,08/01/2022 21:57:04,1641679024032,1,08/01/2022 22:57:04,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,7,1,2,Screen 2,Zone1,response_button_text,6032.400000095367,,,+,1,0,1,0,,,,,1,trial_standard,500,B1.jpg,B11.jpg,,8000,1_ClothedManNudeMan
10,1641679032267,08/01/2022 21:57:12,1641679032023,1,08/01/2022 22:57:12,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,7,1,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440939-task-zwsq-18377811-mousetracking-2-3.xlsx,,0,1,0,,,,,1,trial_standard,500,B1.jpg,B11.jpg,,8000,1_ClothedManNudeMan
11,1641679032345,08/01/2022 21:57:12,1641679032024,1,08/01/2022 22:57:12,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,7,1,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377811?filename=mousetracking-2-3.xlsx,,0,1,0,,,,,1,trial_standard,500,B1.jpg,B11.jpg,,8000,1_ClothedManNudeMan
12,1641679032345,08/01/2022 21:57:12,1641679032025,1,08/01/2022 22:57:12,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,7,1,3,Screen 4,Zone3,timelimit_screen,8003.1079999999965,,,,,0,1,0,,,1,,1,trial_standard,500,B1.jpg,B11.jpg,,8000,1_ClothedManNudeMan
13,1641679032760,08/01/2022 21:57:12,1641679032515,1,08/01/2022 22:57:12,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,11,2,1,Screen 1,Zone2,timelimit_screen,500.1640000000043,,,,,0,1,0,,,1,,1,trial_standard,500,C1.jpg,C11.jpg,,8000,2_ClothedWomanClothedMan
14,1641679033642,08/01/2022 21:57:13,1641679033403,1,08/01/2022 22:57:13,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,11,2,2,Screen 2,Zone1,response_button_text,882.2000000476837,,,+,1,0,1,0,,,,,1,trial_standard,500,C1.jpg,C11.jpg,,8000,2_ClothedWomanClothedMan
15,1641679041646,08/01/2022 21:57:21,1641679041406,1,08/01/2022 22:57:21,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,11,2,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440939-task-zwsq-18377811-mousetracking-3-3.xlsx,,0,1,0,,,,,1,trial_standard,500,C1.jpg,C11.jpg,,8000,2_ClothedWomanClothedMan
16,1641679041716,08/01/2022 21:57:21,1641679041407,1,08/01/2022 22:57:21,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,11,2,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377811?filename=mousetracking-3-3.xlsx,,0,1,0,,,,,1,trial_standard,500,C1.jpg,C11.jpg,,8000,2_ClothedWomanClothedMan
17,1641679041716,08/01/2022 21:57:21,1641679041407,1,08/01/2022 22:57:21,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,11,2,3,Screen 4,Zone3,timelimit_screen,8002.892999999996,,,,,0,1,0,,,1,,1,trial_standard,500,C1.jpg,C11.jpg,,8000,2_ClothedWomanClothedMan
18,1641679042150,08/01/2022 21:57:22,1641679041904,1,08/01/2022 22:57:21,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,12,3,1,Screen 1,Zone2,timelimit_screen,500.08400000000256,,,,,0,1,0,,,1,,1,trial_standard,500,C22.jpg,C2.jpg,,8000,2_ClothedWomanClothedMan
19,1641679043906,08/01/2022 21:57:23,1641679043669,1,08/01/2022 22:57:23,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,12,3,2,Screen 2,Zone1,response_button_text,1757.7000000476837,,,+,1,0,1,0,,,,,1,trial_standard,500,C22.jpg,C2.jpg,,8000,2_ClothedWomanClothedMan
20,1641679051909,08/01/2022 21:57:31,1641679051666,1,08/01/2022 22:57:31,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,12,3,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440939-task-zwsq-18377811-mousetracking-4-3.xlsx,,0,1,0,,,,,1,trial_standard,500,C22.jpg,C2.jpg,,8000,2_ClothedWomanClothedMan
21,1641679051987,08/01/2022 21:57:31,1641679051668,1,08/01/2022 22:57:31,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,12,3,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377811?filename=mousetracking-4-3.xlsx,,0,1,0,,,,,1,trial_standard,500,C22.jpg,C2.jpg,,8000,2_ClothedWomanClothedMan
22,1641679051987,08/01/2022 21:57:31,1641679051669,1,08/01/2022 22:57:31,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,12,3,3,Screen 4,Zone3,timelimit_screen,8002.970999999998,,,,,0,1,0,,,1,,1,trial_standard,500,C22.jpg,C2.jpg,,8000,2_ClothedWomanClothedMan
23,1641679052393,08/01/2022 21:57:32,1641679052156,1,08/01/2022 22:57:32,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,4,4,1,Screen 1,Zone2,timelimit_screen,500.05600000000413,,,,,0,1,0,,,1,,1,trial_standard,500,A22.jpg,A2.jpg,,8000,1_ClothedWomanNudeWoman
