Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-frfc,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ISI,left_stim,right_stim,ANSWER,duration_mouseview,condition
24,1641679053723,08/01/2022 21:57:33,1641679053484,1,08/01/2022 22:57:33,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,4,4,2,Screen 2,Zone1,response_button_text,1322.7999999523163,,,+,1,0,1,0,,,,,1,trial_standard,500,A22.jpg,A2.jpg,,8000,1_ClothedWomanNudeWoman
25,1641679061757,08/01/2022 21:57:41,1641679061498,1,08/01/2022 22:57:41,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,4,4,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440939-task-zwsq-18377811-mousetracking-5-3.xlsx,,0,1,0,,,,,1,trial_standard,500,A22.jpg,A2.jpg,,8000,1_ClothedWomanNudeWoman
26,1641679061838,08/01/2022 21:57:41,1641679061499,1,08/01/2022 22:57:41,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,4,4,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377811?filename=mousetracking-5-3.xlsx,,0,1,0,,,,,1,trial_standard,500,A22.jpg,A2.jpg,,8000,1_ClothedWomanNudeWoman
27,1641679061838,08/01/2022 21:57:41,1641679061500,1,08/01/2022 22:57:41,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,4,4,3,Screen 4,Zone3,timelimit_screen,8003.123,,,,,0,1,0,,,1,,1,trial_standard,500,A22.jpg,A2.jpg,,8000,1_ClothedWomanNudeWoman
28,1641679062211,08/01/2022 21:57:42,1641679061978,1,08/01/2022 22:57:41,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,13,5,1,Screen 1,Zone2,timelimit_screen,500.1070000000036,,,,,0,1,0,,,1,,1,trial_standard,500,C3.jpg,C33.jpg,,8000,2_ClothedWomanClothedMan
29,1641679063353,08/01/2022 21:57:43,1641679063112,1,08/01/2022 22:57:43,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,13,5,2,Screen 2,Zone1,response_button_text,1126.7999999523163,,,+,1,0,1,0,,,,,1,trial_standard,500,C3.jpg,C33.jpg,,8000,2_ClothedWomanClothedMan
30,1641679071339,08/01/2022 21:57:51,1641679071102,1,08/01/2022 22:57:51,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,13,5,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440939-task-zwsq-18377811-mousetracking-6-3.xlsx,,0,1,0,,,,,1,trial_standard,500,C3.jpg,C33.jpg,,8000,2_ClothedWomanClothedMan
31,1641679071790,08/01/2022 21:57:51,1641679071103,1,08/01/2022 22:57:51,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,13,5,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377811?filename=mousetracking-6-3.xlsx,,0,1,0,,,,,1,trial_standard,500,C3.jpg,C33.jpg,,8000,2_ClothedWomanClothedMan
32,1641679071790,08/01/2022 21:57:51,1641679071103,1,08/01/2022 22:57:51,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,13,5,3,Screen 4,Zone3,timelimit_screen,8003.084999999992,,,,,0,1,0,,,1,,1,trial_standard,500,C3.jpg,C33.jpg,,8000,2_ClothedWomanClothedMan
33,1641679071903,08/01/2022 21:57:51,1641679071597,1,08/01/2022 22:57:51,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,16,6,1,Screen 1,Zone2,timelimit_screen,500.0320000000065,,,,,0,1,0,,,1,,1,trial_standard,500,D22.jpg,D2.jpg,,8000,2_NudeWomanNudeMan
34,1641679072665,08/01/2022 21:57:52,1641679072410,1,08/01/2022 22:57:52,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,16,6,2,Screen 2,Zone1,response_button_text,807.4000000953674,,,+,1,0,1,0,,,,,1,trial_standard,500,D22.jpg,D2.jpg,,8000,2_NudeWomanNudeMan
35,1641679080643,08/01/2022 21:58:00,1641679080405,1,08/01/2022 22:58:00,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,16,6,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440939-task-zwsq-18377811-mousetracking-7-3.xlsx,,0,1,0,,,,,1,trial_standard,500,D22.jpg,D2.jpg,,8000,2_NudeWomanNudeMan
36,1641679080713,08/01/2022 21:58:00,1641679080406,1,08/01/2022 22:58:00,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,16,6,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377811?filename=mousetracking-7-3.xlsx,,0,1,0,,,,,1,trial_standard,500,D22.jpg,D2.jpg,,8000,2_NudeWomanNudeMan
37,1641679080713,08/01/2022 21:58:00,1641679080406,1,08/01/2022 22:58:00,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,16,6,3,Screen 4,Zone3,timelimit_screen,8003.244000000006,,,,,0,1,0,,,1,,1,trial_standard,500,D22.jpg,D2.jpg,,8000,2_NudeWomanNudeMan
38,1641679081183,08/01/2022 21:58:01,1641679080901,1,08/01/2022 22:58:00,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,Zone2,timelimit_screen,500.1579999999958,,,,,0,1,0,,,1,,1,trial_standard,500,B22.jpg,B2.jpg,,8000,1_ClothedManNudeMan
39,1641679082401,08/01/2022 21:58:02,1641679082160,1,08/01/2022 22:58:02,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,8,7,2,Screen 2,Zone1,response_button_text,1254.1999998092651,,,+,1,0,1,0,,,,,1,trial_standard,500,B22.jpg,B2.jpg,,8000,1_ClothedManNudeMan
40,1641679090414,08/01/2022 21:58:10,1641679090165,1,08/01/2022 22:58:10,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,8,7,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440939-task-zwsq-18377811-mousetracking-8-3.xlsx,,0,1,0,,,,,1,trial_standard,500,B22.jpg,B2.jpg,,8000,1_ClothedManNudeMan
41,1641679090486,08/01/2022 21:58:10,1641679090167,1,08/01/2022 22:58:10,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,8,7,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377811?filename=mousetracking-8-3.xlsx,,0,1,0,,,,,1,trial_standard,500,B22.jpg,B2.jpg,,8000,1_ClothedManNudeMan
42,1641679090486,08/01/2022 21:58:10,1641679090167,1,08/01/2022 22:58:10,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,8,7,3,Screen 4,Zone3,timelimit_screen,8002.898000000001,,,,,0,1,0,,,1,,1,trial_standard,500,B22.jpg,B2.jpg,,8000,1_ClothedManNudeMan
43,1641679090899,08/01/2022 21:58:10,1641679090655,1,08/01/2022 22:58:10,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,14,8,1,Screen 1,Zone2,timelimit_screen,500.1820000000007,,,,,0,1,0,,,1,,1,trial_standard,500,C44.jpg,C4.jpg,,8000,2_ClothedWomanClothedMan
44,1641679092965,08/01/2022 21:58:12,1641679092718,1,08/01/2022 22:58:12,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,14,8,2,Screen 2,Zone1,response_button_text,2059,,,+,1,0,1,0,,,,,1,trial_standard,500,C44.jpg,C4.jpg,,8000,2_ClothedWomanClothedMan
45,1641679100964,08/01/2022 21:58:20,1641679100721,1,08/01/2022 22:58:20,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,14,8,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440939-task-zwsq-18377811-mousetracking-9-3.xlsx,,0,1,0,,,,,1,trial_standard,500,C44.jpg,C4.jpg,,8000,2_ClothedWomanClothedMan
46,1641679101046,08/01/2022 21:58:21,1641679100723,1,08/01/2022 22:58:20,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,14,8,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377811?filename=mousetracking-9-3.xlsx,,0,1,0,,,,,1,trial_standard,500,C44.jpg,C4.jpg,,8000,2_ClothedWomanClothedMan
47,1641679101046,08/01/2022 21:58:21,1641679100723,1,08/01/2022 22:58:20,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,14,8,3,Screen 4,Zone3,timelimit_screen,8003.06700000001,,,,,0,1,0,,,1,,1,trial_standard,500,C44.jpg,C4.jpg,,8000,2_ClothedWomanClothedMan
48,1641679101480,08/01/2022 21:58:21,1641679101209,1,08/01/2022 22:58:21,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,18,9,1,Screen 1,Zone2,timelimit_screen,500.1409999999887,,,,,0,1,0,,,1,,1,trial_standard,500,D44.jpg,D4.jpg,,8000,2_NudeWomanNudeMan
49,1641679115837,08/01/2022 21:58:35,1641679115606,1,08/01/2022 22:58:35,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,18,9,2,Screen 2,Zone1,response_button_text,14391.399999856949,,,+,1,0,1,0,,,,,1,trial_standard,500,D44.jpg,D4.jpg,,8000,2_NudeWomanNudeMan
50,1641679123860,08/01/2022 21:58:43,1641679123620,1,08/01/2022 22:58:43,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,18,9,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440939-task-zwsq-18377811-mousetracking-10-3.xlsx,,0,1,0,,,,,1,trial_standard,500,D44.jpg,D4.jpg,,8000,2_NudeWomanNudeMan
51,1641679123939,08/01/2022 21:58:43,1641679123621,1,08/01/2022 22:58:43,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,18,9,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377811?filename=mousetracking-10-3.xlsx,,0,1,0,,,,,1,trial_standard,500,D44.jpg,D4.jpg,,8000,2_NudeWomanNudeMan
52,1641679123939,08/01/2022 21:58:43,1641679123621,1,08/01/2022 22:58:43,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,18,9,3,Screen 4,Zone3,timelimit_screen,8003.114999999991,,,,,0,1,0,,,1,,1,trial_standard,500,D44.jpg,D4.jpg,,8000,2_NudeWomanNudeMan
53,1641679124347,08/01/2022 21:58:44,1641679124101,1,08/01/2022 22:58:44,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,15,10,1,Screen 1,Zone2,timelimit_screen,500.29499999999825,,,,,0,1,0,,,1,,1,trial_standard,500,D1.jpg,D11.jpg,,8000,2_NudeWomanNudeMan
54,1641679134598,08/01/2022 21:58:54,1641679134353,1,08/01/2022 22:58:54,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,15,10,2,Screen 2,Zone1,response_button_text,10245.900000095367,,,+,1,0,1,0,,,,,1,trial_standard,500,D1.jpg,D11.jpg,,8000,2_NudeWomanNudeMan
55,1641679142596,08/01/2022 21:59:02,1641679142347,1,08/01/2022 22:59:02,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,15,10,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440939-task-zwsq-18377811-mousetracking-11-3.xlsx,,0,1,0,,,,,1,trial_standard,500,D1.jpg,D11.jpg,,8000,2_NudeWomanNudeMan
56,1641679142673,08/01/2022 21:59:02,1641679142348,1,08/01/2022 22:59:02,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,15,10,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377811?filename=mousetracking-11-3.xlsx,,0,1,0,,,,,1,trial_standard,500,D1.jpg,D11.jpg,,8000,2_NudeWomanNudeMan
57,1641679142673,08/01/2022 21:59:02,1641679142348,1,08/01/2022 22:59:02,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,15,10,3,Screen 4,Zone3,timelimit_screen,8003.2300000000105,,,,,0,1,0,,,1,,1,trial_standard,500,D1.jpg,D11.jpg,,8000,2_NudeWomanNudeMan
58,1641679143095,08/01/2022 21:59:03,1641679142841,1,08/01/2022 22:59:02,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,6,11,1,Screen 1,Zone2,timelimit_screen,500.21099999998114,,,,,0,1,0,,,1,,1,trial_standard,500,A44.jpg,A4.jpg,,8000,1_ClothedWomanNudeWoman
59,1641679148662,08/01/2022 21:59:08,1641679148416,1,08/01/2022 22:59:08,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,6,11,2,Screen 2,Zone1,response_button_text,5570.099999904633,,,+,1,0,1,0,,,,,1,trial_standard,500,A44.jpg,A4.jpg,,8000,1_ClothedWomanNudeWoman
60,1641679156659,08/01/2022 21:59:16,1641679156419,1,08/01/2022 22:59:16,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,6,11,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440939-task-zwsq-18377811-mousetracking-12-3.xlsx,,0,1,0,,,,,1,trial_standard,500,A44.jpg,A4.jpg,,8000,1_ClothedWomanNudeWoman
61,1641679156737,08/01/2022 21:59:16,1641679156420,1,08/01/2022 22:59:16,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,6,11,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377811?filename=mousetracking-12-3.xlsx,,0,1,0,,,,,1,trial_standard,500,A44.jpg,A4.jpg,,8000,1_ClothedWomanNudeWoman
62,1641679156737,08/01/2022 21:59:16,1641679156420,1,08/01/2022 22:59:16,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,6,11,3,Screen 4,Zone3,timelimit_screen,8003.08600000001,,,,,0,1,0,,,1,,1,trial_standard,500,A44.jpg,A4.jpg,,8000,1_ClothedWomanNudeWoman
63,1641679157158,08/01/2022 21:59:17,1641679156913,1,08/01/2022 22:59:16,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,3,12,1,Screen 1,Zone2,timelimit_screen,500.15499999999884,,,,,0,1,0,,,1,,1,trial_standard,500,A1.jpg,A11.jpg,,8000,1_ClothedWomanNudeWoman
64,1641679174856,08/01/2022 21:59:34,1641679174605,1,08/01/2022 22:59:34,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,3,12,2,Screen 2,Zone1,response_button_text,17684.39999985695,,,+,1,0,1,0,,,,,1,trial_standard,500,A1.jpg,A11.jpg,,8000,1_ClothedWomanNudeWoman
65,1641679182875,08/01/2022 21:59:42,1641679182626,1,08/01/2022 22:59:42,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,3,12,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440939-task-zwsq-18377811-mousetracking-13-3.xlsx,,0,1,0,,,,,1,trial_standard,500,A1.jpg,A11.jpg,,8000,1_ClothedWomanNudeWoman
66,1641679182998,08/01/2022 21:59:42,1641679182627,1,08/01/2022 22:59:42,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,3,12,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377811?filename=mousetracking-13-3.xlsx,,0,1,0,,,,,1,trial_standard,500,A1.jpg,A11.jpg,,8000,1_ClothedWomanNudeWoman
67,1641679182998,08/01/2022 21:59:42,1641679182627,1,08/01/2022 22:59:42,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,3,12,3,Screen 4,Zone3,timelimit_screen,8003.126000000018,,,,,0,1,0,,,1,,1,trial_standard,500,A1.jpg,A11.jpg,,8000,1_ClothedWomanNudeWoman
68,1641679183343,08/01/2022 21:59:43,1641679183106,1,08/01/2022 22:59:43,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,17,13,1,Screen 1,Zone2,timelimit_screen,500.1389999999956,,,,,0,1,0,,,1,,1,trial_standard,500,D3.jpg,D33.jpg,,8000,2_NudeWomanNudeMan
69,1641679196045,08/01/2022 21:59:56,1641679195799,1,08/01/2022 22:59:55,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,17,13,2,Screen 2,Zone1,response_button_text,12686.5,,,+,1,0,1,0,,,,,1,trial_standard,500,D3.jpg,D33.jpg,,8000,2_NudeWomanNudeMan
70,1641679204036,08/01/2022 22:00:04,1641679203788,1,08/01/2022 23:00:03,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,17,13,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440939-task-zwsq-18377811-mousetracking-14-3.xlsx,,0,1,0,,,,,1,trial_standard,500,D3.jpg,D33.jpg,,8000,2_NudeWomanNudeMan
71,1641679204113,08/01/2022 22:00:04,1641679203788,1,08/01/2022 23:00:03,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,17,13,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377811?filename=mousetracking-14-3.xlsx,,0,1,0,,,,,1,trial_standard,500,D3.jpg,D33.jpg,,8000,2_NudeWomanNudeMan
72,1641679204113,08/01/2022 22:00:04,1641679203789,1,08/01/2022 23:00:03,71176,12,task-zwsq,,18377811,BLIND,5440939,,complete,,61da07da222a8efedb73c963,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.110,1536x864,1519x662,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,17,13,3,Screen 4,Zone3,timelimit_screen,8002.907999999996,,,,,0,1,0,,,1,,1,trial_standard,500,D3.jpg,D33.jpg,,8000,2_NudeWomanNudeMan
